Original_Content,Preprocessed_Content
"HIDUP LAGI CAPE2 NYA, kalo emg dokternya lg sibuk jangan di taruh di rekomendasi dong, saya udah bayar jadinya transaksi gagal, mana voucher hanguss, uang ga langsung di kembalikan",hidup lagi cape  nya  kalo emg dokternya lg sibuk jangan di taruh di rekomendasi dong  saya udah bayar jadinya transaksi gagal  mana voucher hanguss  uang ga langsung di kembalikan
"Aplikasi penipu,saya konsul ke dokter di app tapi tidak ada respon, padahal saya sudah membayar biayanya",aplikasi penipu saya konsul ke dokter di app tapi tidak ada respon  padahal saya sudah membayar biayanya
"APLIKASI TOLOL MASA BUYER GAG BISA CANCEL, SAYA BARU 1X MAKE APP LAGI KESAKITAN BINGUNG APOTEK GAG ADA BARANG DIOPER2 AMPE 10 DRIVER, BIKIN APP RAME KONSUMEN LAH TOLOL,",aplikasi tolol masa buyer gag bisa cancel  saya baru  x make app lagi kesakitan bingung apotek gag ada barang dioper  ampe   driver  bikin app rame konsumen lah tolol 
"Kenapa pesan obat di halodoc estimasi sampai bisa berhari hari ,bisa mati yg perlu obat mendesak",kenapa pesan obat di halodoc estimasi sampai bisa berhari hari  bisa mati yg perlu obat mendesak
"Sudah bayar mau konsultasi,tapi nda ada surat keterangan sakit atau berbadan sehatnya",sudah bayar mau konsultasi tapi nda ada surat keterangan sakit atau berbadan sehatnya
"Kasih voucher ke driver ga niat 100% syarat nya berlaku untuk pengguna baru. Driver yang udah pernah mesen jd ga bisa pakai semua voucher lah. Kalo kasih voucher yg niat lah buat driver jangan setengah2. Klo mau bantu ya full ga usah pake embel2 pengguna baru ribet, ga praktis.",kasih voucher ke driver ga niat    syarat nya berlaku untuk pengguna baru  driver yang udah pernah mesen jd ga bisa pakai semua voucher lah  kalo kasih voucher yg niat lah buat driver jangan setengah   klo mau bantu ya full ga usah pake embel  pengguna baru ribet  ga praktis 
1. Pembayaran tidak terverifilasi automatis...harus di konfirmasi oleh pasien (parah) 2. Proses check and richeck ada antrian (gila bener) 3. Nulis alamat pasien di paket salah..(mampus aja lu) jadi grab nya muter cari alamat yg benernya 4. Aplikasinya masih payah tidak terintegrasi dgn ekosistim terdekat 5. Pasien di jakarta timur..obat datang dari bekasi jauh banget emang gak ada apotik deket pasien yg sudah di itegrasikan,   pembayaran tidak terverifilasi automatis   harus di konfirmasi oleh pasien  parah     proses check and richeck ada antrian  gila bener     nulis alamat pasien di paket salah   mampus aja lu  jadi grab nya muter cari alamat yg benernya    aplikasinya masih payah tidak terintegrasi dgn ekosistim terdekat    pasien di jakarta timur  obat datang dari bekasi jauh banget emang gak ada apotik deket pasien yg sudah di itegrasikan
"Beli obat diare untuk anak lamaaa bgt sampe nya, padahal udh pake pengiriman instan yg katanya 45 menit sampai, ini udah beberapa jam belum ada yg ngambil pesanan obat saya.",beli obat diare untuk anak lamaaa bgt sampe nya  padahal udh pake pengiriman instan yg katanya   menit sampai  ini udah beberapa jam belum ada yg ngambil pesanan obat saya 
"halo bapak ibu, terkait menu kalender menstruasi tidak bisa dibuka. seperti nya ada bud, mohon diperbaiki. nanti bintang 5 lagi deh",halo bapak ibu  terkait menu kalender menstruasi tidak bisa dibuka  seperti nya ada bud  mohon diperbaiki  nanti bintang   lagi deh
"Setelah update aplikasi malah rusak parah, pengaruh ke operasional handphone malah",setelah update aplikasi malah rusak parah  pengaruh ke operasional handphone malah
"Sudah bayar lewat virtual acvount, tib tiba pesanan dibatalkan dari aplikasinya sendiri. Tapi uangnya tidak kembali (Pembelian obat melalui halodoc gojek)",sudah bayar lewat virtual acvount  tib tiba pesanan dibatalkan dari aplikasinya sendiri  tapi uangnya tidak kembali  pembelian obat melalui halodoc gojek 
"Sangat tidak rekomendasi, tidak bisa di buru buru sangat lama pengiriman",sangat tidak rekomendasi  tidak bisa di buru buru sangat lama pengiriman
"saya bingung, saya tadi ingin chat dengan dokter spesialis jantung, melakukan pembayaran 49,000 ... dibayar dengan kartu debit, setelah dibayar, Saya tekan chat, harus melakukan pembayaran lagi... maksudnya gimana ini?",saya bingung  saya tadi ingin chat dengan dokter spesialis jantung  melakukan pembayaran         dibayar dengan kartu debit  setelah dibayar  saya tekan chat  harus melakukan pembayaran lagi    maksudnya gimana ini 
"Udah chat dokternya, tapi gk di jawab, alasan dokter sedang sibuk, mana saldo udah kepotong, ada notifikasi dana akan di kembalikan dalam waktu 3/5 hari, payah banget.",udah chat dokternya  tapi gk di jawab  alasan dokter sedang sibuk  mana saldo udah kepotong  ada notifikasi dana akan di kembalikan dalam waktu     hari  payah banget 
Kenapa pembayaran Via virtual account dan gopay selalu jaringan sedang masalah saya mau bayar lewat apa lagi???,kenapa pembayaran via virtual account dan gopay selalu jaringan sedang masalah saya mau bayar lewat apa lagi   
Kenapa waktu mengisi data profil selalu salah ya.. gangguan server,kenapa waktu mengisi data profil selalu salah ya   gangguan server
"gajelas bgt udah bayar buat Konsul malah ga bisa,uang udah ketarik!!👎👎",gajelas bgt udah bayar buat konsul malah ga bisa uang udah ketarik  👎👎
"Obat ga sampai2 udah 5 hari, udah email telpon cs ga membantu sama sekali. Pelayanan buruk ga ada solusi.",obat ga sampai  udah   hari  udah email telpon cs ga membantu sama sekali  pelayanan buruk ga ada solusi 
"Pelayanan bagus, pengiriman cepat. Tapi aplikasi membuat HP jadi lemot dan slow respon. Suka ngehang, Parah banget padahal HP saya Ram 8/256 bisa hang gini. Terpaksa uninstall. Tolong dong di perbaik supaya tidak menyebabkan HP ngehang.",pelayanan bagus  pengiriman cepat  tapi aplikasi membuat hp jadi lemot dan slow respon  suka ngehang  parah banget padahal hp saya ram     bisa hang gini  terpaksa uninstall  tolong dong di perbaik supaya tidak menyebabkan hp ngehang 
"Lemot , pengiriman lama mahal",lemot   pengiriman lama mahal
"Fitur pembatalan pesanan tiba-tiba hilang, lalu pesanan tiba-tiba dikirimkan (dengan keterangan sudah menemukan driver). Saat meminta bantuan buat pembatalan tidak bisa karena paket sudah diambil. Padahal keterangan di aplikasi pesanan tersebut belum diambil sama drivernya, selang satu jam an lebih baru diambil (keterangan di aplikasinya begitu).",fitur pembatalan pesanan tiba tiba hilang  lalu pesanan tiba tiba dikirimkan  dengan keterangan sudah menemukan driver   saat meminta bantuan buat pembatalan tidak bisa karena paket sudah diambil  padahal keterangan di aplikasi pesanan tersebut belum diambil sama drivernya  selang satu jam an lebih baru diambil  keterangan di aplikasinya begitu  
Ga bisa daftarnya. Apknya eror apa gimana,ga bisa daftarnya  apknya eror apa gimana
"Aplikasinya aneh gak bisa digerakin dipencet"" semua option ttp gak bisa",aplikasinya aneh gak bisa digerakin dipencet  semua option ttp gak bisa
ga bisa dibatalin..ngubah metode pengiriman juga tidak bisa padahal perlu segera.,ga bisa dibatalin  ngubah metode pengiriman juga tidak bisa padahal perlu segera 
Ini kenapa ya saya sudah bayar tapi dokternya tidak bisa di hubungi dan uangnya tidak langsung di kembalikan. Saya mau chat lagi ga bisa! Kira kira butuh waktu berapa hari agar biaya dapat di kembalikan? Tolong responnya,ini kenapa ya saya sudah bayar tapi dokternya tidak bisa di hubungi dan uangnya tidak langsung di kembalikan  saya mau chat lagi ga bisa  kira kira butuh waktu berapa hari agar biaya dapat di kembalikan  tolong responnya
"Maaf awal pakai aplikasi ini masih terbilang bagus dan membantu, tetapi seiring berjalannya waktu bukan semakin meningkatkan kinerja aplikasi tapi malah kaya seperti orang stroke lemot pooll. Bahkan saat membuka pilihan obat lambat sekali dan lag beberapa kali. Padahal rajin update tapi faktanya malah semakin menurun Sorry boss bintang 1 aja kalau terus begini 👎",maaf awal pakai aplikasi ini masih terbilang bagus dan membantu  tetapi seiring berjalannya waktu bukan semakin meningkatkan kinerja aplikasi tapi malah kaya seperti orang stroke lemot pooll  bahkan saat membuka pilihan obat lambat sekali dan lag beberapa kali  padahal rajin update tapi faktanya malah semakin menurun sorry boss bintang   aja kalau terus begini 👎
Apk nya jelekkkkkkkkkkk.. borosin kuota sadja.. jangan download... nanti nyselllll!!!!... kang ganggu nonton yt... iklan 14 detik gbisa di skip.. mending iklan 6 detik ada 2 gabisa di skip... jadi hemat 2 detik.. >:-(,apk nya jelekkkkkkkkkkk   borosin kuota sadja   jangan download    nanti nyselllll        kang ganggu nonton yt    iklan   detik gbisa di skip   mending iklan   detik ada   gabisa di skip    jadi hemat   detik       
"Halodoc aplikasinya parah bgt, sistem dan mekanisme cara pembayaran ribet dan pemesanan barang datengnya lama, gak bisa chat dengan penjual, toko, atau kurir yg akan mengantar barang untuk menanyakan barangnya sudah diproses sampe mana, nunggu barangnya lama banget, mohon jd perhatian untuk pembaruan sistem atau aplikasinya dihapus saja, trims.",halodoc aplikasinya parah bgt  sistem dan mekanisme cara pembayaran ribet dan pemesanan barang datengnya lama  gak bisa chat dengan penjual  toko  atau kurir yg akan mengantar barang untuk menanyakan barangnya sudah diproses sampe mana  nunggu barangnya lama banget  mohon jd perhatian untuk pembaruan sistem atau aplikasinya dihapus saja  trims 
paket sampe saat ini ngga ada blm ke terima,paket sampe saat ini ngga ada blm ke terima
"Sy kecewa sama aplikasi halodoc yg sekarang. padahal dulu sangat mudah dan membantu tapi sekarang metode pembayaran di tempat sudah tidak ada lagi. Pembayaran via mbangking juga tidak tersedia. Hanya via saldo halodoc, go-pay dan kartu. Sangat menyulitkan coustumer terutama bagi mereka yg masih awam.",sy kecewa sama aplikasi halodoc yg sekarang  padahal dulu sangat mudah dan membantu tapi sekarang metode pembayaran di tempat sudah tidak ada lagi  pembayaran via mbangking juga tidak tersedia  hanya via saldo halodoc  go pay dan kartu  sangat menyulitkan coustumer terutama bagi mereka yg masih awam 
"maaf ya aku kasih bintang 1, soalnya waktu aku pesan obat buat kucingku, eh tiba² dibatalin dri apknya:"")",maaf ya aku kasih bintang    soalnya waktu aku pesan obat buat kucingku  eh tiba² dibatalin dri apknya   
"Kenapa voucher halodoc banyak yg gk bisa digunakan? Malahan pas mau dipakai ada tulisan ""kode promo sudah dipakai"" padahal sama sekali belum pernah CO di halodoc. Kenapa tiba2 ada tulisan begitu yah? Dan masih banyak lagi voucher halodoc yg tidak bisa digunakan. Mohon diperbaiki ya😔😔 Padahal vouchernya masih baru update tapi tetep gk bisa digunakan dengan alasan ""KODE PROMO SUDAH DIGUNAKAN"" padahal saya gk pernah CO sekalipun di halodoc",kenapa voucher halodoc banyak yg gk bisa digunakan  malahan pas mau dipakai ada tulisan  kode promo sudah dipakai  padahal sama sekali belum pernah co di halodoc  kenapa tiba  ada tulisan begitu yah  dan masih banyak lagi voucher halodoc yg tidak bisa digunakan  mohon diperbaiki ya😔😔 padahal vouchernya masih baru update tapi tetep gk bisa digunakan dengan alasan  kode promo sudah digunakan  padahal saya gk pernah co sekalipun di halodoc
"Buka aplikasi baru masuk dah error gak bisa diaplikasikan. buka website sama aja udah login ke logout sendiri masuk lagi gak bisa error server. Kok makin hari dipersulit, orang sakit aja dipersulit. Buang buang waktu",buka aplikasi baru masuk dah error gak bisa diaplikasikan  buka website sama aja udah login ke logout sendiri masuk lagi gak bisa error server  kok makin hari dipersulit  orang sakit aja dipersulit  buang buang waktu
"Pesanan saya bagaimana.. sudah diterima tapi saya belum menerima. Siapa penerimanya dan kenapa kurir tidak telpon ke saya, seharusnya kurir menghubungi. Siapa kurirnya ga ada keterangannya dan no. Telponnya. Kurir shipper itu apa? Gak profesional banget pengirimannya. Mana pesanan saya belum terima??",pesanan saya bagaimana   sudah diterima tapi saya belum menerima  siapa penerimanya dan kenapa kurir tidak telpon ke saya  seharusnya kurir menghubungi  siapa kurirnya ga ada keterangannya dan no  telponnya  kurir shipper itu apa  gak profesional banget pengirimannya  mana pesanan saya belum terima  
Dokternya tidak responsif dan tidak kooperatif untuk membantu keluhan atau permasalahan yang dihadapi oleh pasien. Saya harap insan Halodoc bisa lebih memikirkan sisi kebutuhan pasien dibandingkan hanya memberi obat. Sebaiknya dokter bisa mengedukasi pasien terkait kondisi kesehatan nya.,dokternya tidak responsif dan tidak kooperatif untuk membantu keluhan atau permasalahan yang dihadapi oleh pasien  saya harap insan halodoc bisa lebih memikirkan sisi kebutuhan pasien dibandingkan hanya memberi obat  sebaiknya dokter bisa mengedukasi pasien terkait kondisi kesehatan nya 
"Order tanggal 13 -08-2023 jadwal tiba 21-08-2023 di laporan telah tiba tanggal 27-08-2023 tapi kenyataannya saya gak nerima, padahal pembayaran pake gopay",order tanggal        jadwal tiba       di laporan telah tiba tanggal       tapi kenyataannya saya gak nerima  padahal pembayaran pake gopay
Case sudah lebih dari 24 jam tidak ada solusi. Cuma disuruh dicek berkala doang dan uninstall install sampe bosen kakak saya cuma buat reinstall doang. Percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis TIDAK cepat menangani masalah!!! Tidak bisa nebus obat dengan Asuransi!! CS tidak membantu sama sekali. Kerjaan cuma suruh reinstall doang!,case sudah lebih dari   jam tidak ada solusi  cuma disuruh dicek berkala doang dan uninstall install sampe bosen kakak saya cuma buat reinstall doang  percuma kak kalo user dicek berkala kalo dari pihak developer dan tim teknis tidak cepat menangani masalah    tidak bisa nebus obat dengan asuransi   cs tidak membantu sama sekali  kerjaan cuma suruh reinstall doang 
"pesan dari halodoc, di kirim ke shipper, di alihkan lg ke sigesit, iini pengiriman yg nga recomend,, paket saya di titip2 ke mana2 ga jelas, pengiriman jd lambat,, pesan obat dsni,, kita lg sakit bs modar duluan,, uda di kubur obat baru sampe... kita dsni pesan obat, bukan barang lain, harus cepat,,",pesan dari halodoc  di kirim ke shipper  di alihkan lg ke sigesit  iini pengiriman yg nga recomend   paket saya di titip  ke mana  ga jelas  pengiriman jd lambat   pesan obat dsni   kita lg sakit bs modar duluan   uda di kubur obat baru sampe    kita dsni pesan obat  bukan barang lain  harus cepat  
"Parah sih, udh topup dompet lewat bca virtual account. Status transaksi nya ga berubah-ubah. Akhirnya pencer back kan, katanya kesimpen di riwayat. Pas udh keluar, terus liat riwayat, kagak ada dong. Parah sih gak masuk saldonya. Kecewa banget!!!",parah sih  udh topup dompet lewat bca virtual account  status transaksi nya ga berubah ubah  akhirnya pencer back kan  katanya kesimpen di riwayat  pas udh keluar  terus liat riwayat  kagak ada dong  parah sih gak masuk saldonya  kecewa banget   
"Pake voucher yang di kasih untuk mitra gojek tidak bisa digunakan untuk yang ke 3 kalinya , padahal sudah ikutin instruksi . Payah",pake voucher yang di kasih untuk mitra gojek tidak bisa digunakan untuk yang ke   kalinya   padahal sudah ikutin instruksi   payah
"Apk nya ga guna, saldo kepotong, tapo ga bisa chat sama dokternya",apk nya ga guna  saldo kepotong  tapo ga bisa chat sama dokternya
"Kirain gratis, ternyata perbayar dan hanya untuk satu kali sesi pertanyaan, tidak bisa untuk konsultasi 1 hari. Kalo sesi pertanyaan sudah di akhiri, sudah tidak bisa bertnya lagi, kalo mau konsultasi harus bayar lagi untuk 1x sesi konsultasi😟",kirain gratis  ternyata perbayar dan hanya untuk satu kali sesi pertanyaan  tidak bisa untuk konsultasi   hari  kalo sesi pertanyaan sudah di akhiri  sudah tidak bisa bertnya lagi  kalo mau konsultasi harus bayar lagi untuk  x sesi konsultasi😟
